address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amount,roomType,stars
"Mahabaleshwar, Maharashtra, India",False,17.966,73.663,Super Premium Bungalow with Pool | Mahabaleshwar,12,723,Entire villa,
"Nashik, Maharashtra, India",False,20.01012,73.66948,StayVista at Villa Meer - 6BR w/ Pool & Huge Lawn,16,505,Entire villa,4.25
"Lonavala, Maharashtra, India",False,18.75271,73.40711,7BR w/ swimming pool & pool table @ Mehta Mansion,16,530,Private room in villa,4.33
"Khandala, Maharashtra, India",False,18.75518,73.3726,Belle Vue Cottage - Luxury Victorian Property,16,503,Entire bungalow,4.85
"Bengaluru, Karnataka, India",False,12.78803,77.66133,White Escape Sky Villa Penthouse,15,577,Entire rental unit,4.67
"Zirad, Maharashtra, India",False,18.75464,72.88832,Zen Villa: Luxury 5BHK Farmhouse by Limestays,16,558,Entire villa,4.33
"Chennai, TN, India",False,12.86294,80.24809,Regal Juhu villa by the beach Chennai.,10,722,Entire home,
"Ernakulam, Kerala, India",False,9.89654,76.33206,976 Panangad,8,661,Entire villa,
"Lonavala, Maharashtra, India",False,18.77183,73.39347,StayVista at Ayurkutir Villa - 9 BR,16,612,Entire villa,
"Gurugram, Haryana, India",False,28.42572,77.03501,"Ultra luxurious Penthouse ,5 star facilities",10,678,Entire rental unit,
"Calangute, Goa, India",False,15.53583,73.77486,Summertime - an award winning luxury villa in Goa,7,577,Entire place,4.73
"North Goa, Goa, India",False,15.552,73.767,7 Bedroom Luxury Villa + Private Pool + Beach near,16,549,Entire villa,4.84
"New Delhi, Delhi, India",False,28.47924,77.15245,4bhk Luxury FarmVilla,8,679,Entire villa,
"Alappuzha, Kerala, India",False,9.54264,76.35528,"The Rain 4BHK w/Breakfast, Kayaking & Infinty Pool",12,548,Entire villa,4.85
"Bardez, Goa, India",False,15.59979,73.73982,Boutique 6BHK wit PrivatePool-PartyArea in Vagator,16,605,Entire villa,
"BARDEZ, Goa, India",False,15.52367,73.84667,6 Room Villa in Britona on the Mandovi River,10,722,Entire villa,4.63
"Sangolda, Goa, India",False,15.53822,73.81759,8 Rooms | 2 Villas | 1 Private Pool | Fab Views,16,722,Entire villa,4.67
"Lonavala, Maharashtra, India",False,18.75566,73.39192,"Villa 41- 6BR w/Pool, Poker table & Lawn",16,619,Entire villa,
"Nerul, Goa, India",True,15.51149,73.78643,7BR Super Luxury Villa • 2 Private Pool • Candolim,16,731,Entire villa,
"Aldona, Goa, India",True,15.59977,73.87164,4 Bhk Heritage home with big Pool-The Aldona House,10,722,Entire home,4.9
"Chennai, Tamil Nadu, India",True,12.74715,80.24307,Villa Waves - Bali Beach Villa on ECR near Kovalam,6,515,Entire villa,4.94
"Nerul, Goa, India",False,15.5003,73.79552,4BHK PRIVATE POOL + SEA VIEW + CARETAKER -CANDOLIM,12,495,Entire villa,4.31
"Garat Pur Bas, Haryana, India",False,28.32043,77.02146,The Bistendu Resort - Private Boutique Resort 7bhk,16,490,Room in boutique hotel,4.75
"Vadanemmeli, Tamil Nadu, India",True,12.74755,80.2436,Villa Aqua -Luxury Beach villa on ECR near Kovalam,10,722,Entire villa,4.83
"Nerul , Goa, India",False,15.50249,73.79117,Sunscape - Sea view 3bhk luxury apartment,6,692,Entire rental unit,5.0
"Nerul, Goa, India",False,15.50076,73.80018,Sea View Villa with infinity pool,10,601,Entire villa,5.0
"Candolim, Goa, India",False,15.51254,73.76794,"3BHK, Pvt pool, nr Beach Larisa Candolim Lux Villa",9,513,Entire home,4.77
"Dona Paula Beach, Goa, India",False,15.45413,73.83351,Luxe Private Pool Sea View villa,12,512,Entire villa,4.83
"Mandrem, North Goa, Goa, India",False,15.66473,73.71201,Private Villa with living room and private pool,15,711,Entire villa,3.71
"Reis Magos, Goa, India",False,15.49681,73.80242,DOLPHIN HEIGHTS 5BHK Sea View Pool Villa Candolim,14,498,Entire villa,4.73
"Lonavla, Maharashtra, India",False,18.76465,73.38206,Gardenview Aurus Grande - 5BR W/Pool & Pool table,15,636,Entire villa,4.55
"Assagao, Goa, India",False,15.59308,73.77637,Luxurious 5BHK Villa With a Caretaker in Assagao,15,498,Entire villa,4.88
"North Goa, Goa, India",True,15.535,73.767,Indulgent Elegant with Luxury Villa Private Pool,16,775,Entire home,4.8
"Alappuzha, Kerala, India",False,9.4925,76.39202,Spice Routes Houseboats - Clove,6,698,Houseboat,
"Aryad South, Kerala, India",True,9.52124,76.35633,9bedroom premium houseboat,16,728,Houseboat,
"Candolim, Goa, India",True,15.526,73.787,VILLA NO 6(nearly a acre plot)with a pool,13,722,Entire villa,5.0
"Gurgaon, HR, India",True,28.37695,77.07406,Chopra Farms Gurgaon-Private 5bhk Farm Villa,16,481,Farm stay,4.86
"Saligao, Goa, India",False,15.54588,73.78839,7BHK Casa-de-Flora Villa with Large private Pool,16,481,Entire villa,
"Gurgaon, Haryana, India",False,28.27546,76.85812,"Ivy Bridge- Luxurious, Green with Pool & Jacuzzi",14,447,Farm stay,4.5
"Barashiv, Maharashtra, India",False,18.49095,72.90269,O'NEST By The Beach 8bhk villa with private pool,16,481,Private room in resort,
"Lonavla, Maharashtra, India",False,18.77835,73.38543,5 Beds Luxury Private Pool Villa in Khandala,15,447,Entire villa,4.25
"Vagator, Goa, India",True,15.604,73.752,Assagao Luxury Heritage Goan Villa with Pvt Pool,14,477,Entire villa,4.88
"Calangute, Bardez North Goa, India",True,15.53535,73.7681,6-10BR Priv. Villa + POOL | B'FAST | STAFF | COOK,16,680,Entire villa,
"Alibag, Maharashtra, India",False,18.791,72.882,"Arabella, 4BR Luxury Pool Villa Near Mandwa Jetty",16,458,Entire villa,
"Bengaluru, Karnataka, India",False,13.13812,77.53386,Mi Casa by Chazing Purple,10,481,Farm stay,3.33
"Panchgani, Maharashtra, India",False,17.92529,73.76488,Tudor Rose - Swiss chalet with Tudor styled facade,12,474,Entire villa,4.75
"Goa, India",False,15.49949,73.7951,4bhk Sea View Villa @reismagos Candolim,12,457,Entire home,
"Candolim, Goa, India",False,15.51924,73.76495,"Luxury Serviced Beach House on Candolim Beach, Goa",9,480,Entire villa,4.36
"Chennai, Tamil Nadu, India",False,12.88,80.24946,Khushana  Villa  by Baywatchstayzz,8,442,Entire villa,
"Assagao, Goa, India",True,15.601,73.783,Luxe 5 BR heritage pool villa,10,457,Entire villa,4.75
"Haryana, India",False,28.37241,77.05293,Jain Farms,16,447,Farm stay,
"Goa, India",False,15.5421,73.81115,4BR Casa Do Amor Pvt Pool & Breakfast,11,480,Entire villa,
"Mirik, West Bengal, India",True,26.88462,88.18305,"Birdsong Home, entire bungalow with terrace, deck",14,457,Entire bungalow,4.6
"Vagator, Goa, India",False,15.5949,73.75217,LaMaroma | Luxurious villa|Caretaker| Pvt Pool| DG,7,477,Entire home,
"Udaipur, Rajasthan, India",False,24.4972,73.68054,Beautiful Villa for a luxurious stay,9,421,Entire villa,
"North Goa, Goa, India",False,15.55815,73.77549,4BR Pvt Pool Villa With Chef - WiFi - North Goa,16,481,Entire villa,
"Anjuna, Goa, India",False,15.6,73.747,LaSierra | 3bhk | Cosy Pvt Pool Villa | Breakfast,7,468,Entire home,4.88
"Manali, Himachal Pradesh, India",False,32.25024,77.17428,StayVista @The Lama House 6BR w/Bonfire+Lawn+View,16,448,Entire villa,
"Hosur , Tamil Nadu, India",False,12.801,77.829,"4 LuxuryTents w/ AC, Private Pool, BBQ",16,459,Tent,
"Ashvem Beach, Goa, India",True,15.64196,73.71895,Private cottages - Beachfront boutique resort,14,463,Hut,
"Anjuna, Goa, India",False,15.58744,73.74278,Pura Vida II by Hireavilla-3BR w Pool in Anjuna,9,392,Entire villa,4.79
"Candolim, Goa, India",False,15.51186,73.76857,4BHK Rosette Villa with Private Pool at Candolim,10,457,Entire villa,
"Assagao, Goa, India",False,15.59817,73.7845,Daaya Luxury Private Pool 3BHK Villa at Assagao,6,451,Entire villa,
"Rishikesh, Uttarakhand, India",False,30.1241,78.30721,Luxury Cottages | 4 Bedrooms | Scenic Views,11,449,Entire cottage,
"Manali, Himachal Pradesh, India",False,32.24638,77.18152,perfect cottage 1 km from mall road,12,481,Private room in bed and breakfast,
"Gurugram, Haryana, India",False,28.27229,76.85969,4 Bedroom Boutique Farmhouse With Common Pool,12,421,Entire villa,4.54
"Mumbai, MH, India",True,19.1303,72.81246,Versova beach sunset with Mumbai coastline view,4,428,Entire condo,4.8
"Navelim, Goa, India",False,15.25535,73.9238,1BHK AC Room With Swimming pool,3,722,Room in serviced apartment,4.84
"Kune N.m., Maharashtra, India",False,18.76399,73.39248,Myna Villa I,16,397,Entire villa,3.25
"Haleyangadi, Karnataka, India",False,13.04605,74.78076,Mangalore Beach House: Villa Elegance,16,481,Entire villa,
"Mumbai, Maharashtra, India",False,19.19027,72.83503,Kalpataru Hometel - best AC BNB rooms in malad,16,481,Private room in bed and breakfast,
"Dodamarg Maharashtra, India",False,15.68105,74.05407,Shivaaz Holiday Farms - Near Mopa Airport Goa,16,463,Farm stay,
"Rishikesh, Uttarakhand, India",False,30.10242,78.29796,Meeram Ganga-Riverside boutique stay in Rishikesh,16,445,Room in boutique hotel,
"Palampur, Himachal Pradesh, India",False,32.11185,76.53686,4 Bed room boutique villa/ Private Butler,10,460,Entire villa,
"Kochi, Kerala, India",False,9.9695,76.24438,Sea facing Deluxe Suites in Fort Kochi - CGH Earth,2,448,Room in boutique hotel,
"Alappuzha, Kerala, India",False,9.46028,76.36189,Luxury five bedroom private houseboat,15,468,Boat,5.0
"Varanasi, Uttar Pradesh, India",False,25.30747,83.00868,"BrijRama Palace, Experience Heritage with luxury.",2,461,Room in heritage hotel,
"Khingar, Maharashtra, India",False,17.90655,73.82809,Rustik Highland Villa,12,463,Entire villa,
"Udaipur, Rajasthan, India",True,24.57761,73.68657,The Neem Tree Udaipur Boutique Retreat,16,481,Room in boutique hotel,
"Kanthavli, Maharashtra, India",False,18.89997,73.0476,5 Bed Lavish Indoor Pool Villa on Rent near Panvel,16,481,Entire villa,
"Lonavla, Maharashtra, India",False,18.7836,73.45572,Casa di Vetro by Lifestyle Villa-4bhk Luxury Villa,15,393,Entire villa,
"Penha de França, Goa, India",False,15.55129,73.81805,Dear Zindagi Villa !,10,481,Entire villa,
"Kodaikanal, Tamil Nadu, India",False,10.26,77.478,"Le Mistral, Kodai - Luxury Villa",12,476,Entire home,4.67
"Candolim, Goa, India",True,15.519,73.775,"3BD Pool Villa w/cook,5 Mins to Candolim Beach",8,416,Entire villa,4.94
"Anjuna - Vagator, Goa, India",False,15.603,73.752,LaViola-3bhk Lovely Private Pool Villa with Genset,7,410,Entire home,4.73
"Verla, Goa, India",True,15.585,73.793,VILLA LOU GOA 1903 Heritage House withPrivate Pool,12,419,Entire villa,5.0
"Kothali, Uttarakhand, India",False,30.22123,79.366,Kothli Hills,10,460,Private room in earthen home,
"Candolim, Goa, India",False,15.51255,73.76818,"White Banyan - 5 bed, Private pool, Beach access",10,601,Entire villa,4.4
"Jaipur, Rajasthan, India",False,26.82116,75.70489,Luxury Villa with personal pool,6,421,Entire villa,4.33
"Amritsar, Punjab, India",False,31.693,74.811,Spring Gardens & Farmstay Amritsar,16,481,Farm stay,5.0
"Mumbai, Maharashtra, India",False,19.14991,72.89329,VILLA HOLLYWOOD WITH PRIVATE POOL & HUGE TERRACE.,16,481,Private room in villa,
"Puthenvelikara, Kerala, India",False,10.18,76.236,Madilina House,10,409,Entire villa,4.92
"Ramnagar, Uttarakhand, India",False,29.33,79.049,"Jaagar - A Family Retreat in Corbett, Ramnagar",12,481,Room in resort,4.67
"Lonavla, Maharashtra, India",False,18.76402,73.50148,6 BHK Private Pool Villa - Alpine Riverhill Villa,16,429,Entire villa,
"Pawna, Maharashtra, India",False,18.64502,73.50265,Blue Infinitum - Pool villa with 180° view of lake,16,434,Entire villa,5.0
"Lonavla, Maharashtra, India",False,18.74584,73.4121,"Luxurious 5bhk bunglow ""60 ML Chalet "" Max 35 ppl",15,397,Entire bungalow,4.83
"Parra, Goa, India",False,15.57267,73.77863,Luxury Boutique villa w/Pool in North Goa,12,421,Entire villa,4.83
"Bangalore Urban, Karnataka, India",False,13.18346,77.57569,"Surabhi Villa, off Airport Road, Bangalore",10,481,Entire home,5.0
"Lonavala, Maharashtra, India",False,18.76598,73.38261,Whitehorse Villa,16,419,Entire bungalow,4.67
"Gurugram, Haryana, India",False,28.41086,77.11119,Corbett Caravan Holidays in India by RV On,4,481,Camper/RV,
"Bani Park, Rajasthan, India",False,26.925,75.801,Wedding @ Bungalow with Garden & Pool,16,481,Castle,
"Agra, Uttar Pradesh, India",True,27.14421,78.04574,Two rooms set with rooftop garden,4,481,Private room in home,4.57
"Mussoorie, Uttarakhand, India",False,30.45416,78.08309,Raghu Niwas - Your home in the hills,16,475,Room in boutique hotel,5.0
"Dehradun, Uttarakhand, India",True,30.4101,78.06086,The Bluedoor Luxury Villa close to Mussoorie,12,481,Entire vacation home,
"Kasauli, Himachal Pradesh, India",True,30.89526,77.01681,RAIMAN HOUSE | 2+2BHK Home - by HomestayDaddy,12,481,Entire condo,
"Bhimtal, Uttarakhand, India",False,29.35864,79.53659,Luxury at the lap of nature at Anantvilas!,6,481,Private room in chalet,
"Igatpuri, Maharashtra, India",False,19.69109,73.57564,Alluring 3 Bedroom Villa in Igatpuri,10,481,Entire villa,
"Jaipur, Rajasthan, India",False,26.89797,75.79371,1 Manhattan •luxurious 3 bhk penthouse•,7,478,Entire condo,3.33
"Panchgani, Maharashtra, India",False,17.91803573643086,73.81090966971647,Hilltop's Hashnoor Villa 21,16,481,Entire villa,
"Kotagiri, Tamil Nadu, India",False,11.428272271156654,76.85974584964954,Rayne Forest - Luxury 5 BR Villa in Kotagiri,16,471,Entire villa,
"Bengaluru, Karnataka, India",False,12.86523,77.58067,"4x2BHK for weddings, haldi, mehndi, sangeet, 40pax",16,481,Entire condo,5.0
"Lonavla, Maharashtra, India",False,18.78225,73.38634,9BHK || 30PAX || NEAR DELLA || MOUNTAIN VIEW.,16,479,Entire villa,
"Kasauli, Himachal Pradesh, India",False,30.88968,76.96528,pine peak villa,16,430,Entire villa,4.9
"Chennai, Tamil Nadu, India",False,12.88296,80.2506,Costa Verde Seafront Villa with 24x7 Pool,15,398,Entire home,4.75
"New Delhi, Delhi, India",False,28.56747,77.16195,Cameo art house 1,2,481,Private room in bed and breakfast,4.8
"Kihim, Maharashtra, India",True,18.73374,72.867,Luxury 3 BHK Villa w Pvt Pool - 2 mins to beach,10,436,Entire home,4.94
"Indore, Madhya Pradesh, India",False,22.734,75.943,The Mangrove Villa,16,430,Entire villa,
"Krishnagiri, Tamil Nadu, India",False,12.80213,77.82934,10 Bedrooms in a Resort with a Swimming Pool,16,421,Private room in resort,
"Moira, GA, India",False,15.591,73.841,"the Inner Temple sanctuary, Moira, Goa",10,412,Entire villa,4.88
"Verla, Goa, India",False,15.58594,73.78018,Hendrix luxury villa with private pool,16,421,Entire villa,4.75
"Shashbani, Uttarakhand, India",False,29.42878,79.67858,4 bedrooms at Mukteshwar; MIAGO,10,481,Entire villa,
"Alibag, Maharashtra, India",False,18.66683,72.87466,Private Villa in Alibaug-Mazzo Reef,4,481,Entire home/apt,
"Anjuna, Goa, India",False,15.583,73.759,Frangipani Villa In Idyllic Laid Back Anjuna Goa,6,405,Entire villa,4.86
"Sheel, Himachal Pradesh, India",False,31.1483,77.69797,7 Room Villa,14,467,Farm stay,
"Ahmedabad, Gujarat, India",False,23.071,72.557,Recently Renovated Bungalow in the Heart of City,16,481,Entire bungalow,4.62
"New Delhi, Delhi, India",False,28.45914,77.20017,Golden Arch-5 Bedroom Farm House,10,481,Entire villa,4.57
"Lonavla, Maharashtra, India",False,18.7532,73.3713,"Bahisht, the Heritage pool villa",8,433,Entire villa,5.0
"Assagao, Goa, India",True,15.60216,73.78241,"4 BHK, A Perfect Luxury Villa, Assagaon-Amanassa 1",10,426,Entire villa,4.8
"Nerul, Goa, India",False,15.50139,73.79628,"De La Mer, 4BR Sea Facing Pool Villa in Nerul, Goa",12,407,Entire villa,
"Krishnagiri, Tamil Nadu, India",False,12.80346,77.82947,Resort stay with a Pool for large groups,16,421,Private room in resort,4.33
"Anjuna, Goa, India",False,15.60231,73.74936,LaZamora-3bhk Lavish Villa with Private Pool,7,411,Entire villa,
"Canacona, Goa, India",True,14.96574,74.04822,Pvt pool-villa getaway 200m from Galgibaga beach,7,421,Entire villa,5.0
"Pune, Maharashtra, India",True,18.537,73.895,Jewelz 6 - Luxury Villa in Koregaon Park,16,440,Entire bungalow,4.8
"Goa, India",True,15.535,73.767,Mingle with the Stars in an Open to Sky Bathroom,16,425,Entire home,4.92
"Arpora, Goa, India",False,15.55209,73.75725,6BHK Opulent Luxury Villa with private pool @ Baga,12,481,Entire villa,
"Pawnanagar, Maharashtra, India",False,18.69850330302431,73.51855948653653,Dam View Villa 211 (Pure Veg),12,481,Farm stay,
"Sadahalli, Karnataka, India",False,13.20511,77.63614,Swisstown Villa by JadeCaps|Theatre - Long Stays,12,454,Entire villa,
"Vashist, Himachal Pradesh, India",False,32.283,77.18,"The Croft Manali- Entire Villa, Cottage, Homestay",6,472,Entire cottage,
"Baga, Goa, India",False,15.56485,73.74799,The Baga Villa Private Pool 5BHK,15,481,Entire villa,
"Goa, India",True,15.535,73.767,Private Luxury Home With Spacious Design,14,473,Entire home,
"Mandrem, Goa, India",False,15.65609,73.7169,"Goan house, opposite ashvem beach, complete privcy",4,445,Entire home,
"Candolim, Goa, India",False,15.51347,73.78744,4BHK Villa Belle Vue with Private Pool @Candolim,10,481,Entire villa,
"Karjat., MH, India",False,19.72129,73.02592,Luxurious Maharaja Tents near Karjat.Heart Nature.,16,481,Campsite,
"Candolim, Goa, India",False,15.51779,73.76391,Baleno Arco Villa,15,481,Entire villa,
"Hairiya Gaon, Uttarakhand, India",False,29.37481,79.5608,Villa Camelia by The Venya,6,457,Entire home,
"Dehradun, Uttarakhand, India",False,30.393,78.07247,Malsi Loghut Dehradun-Private cottage with Garden,5,421,Private room in bed and breakfast,4.0
"Ooty, Tamil Nadu, India",False,11.41403,76.69173,6 BHK Greenwood- A Heritage Bungalow w/ huge lawn,16,465,Entire villa,4.73
"Calangute, Goa, India",False,15.53669,73.7588,Lovely wooden cottage at Calungute,3,455,Room in boutique hotel,
"Udaipur, Rajasthan, India",False,24.58588,73.71219,"4 Burj, Jharokha Suits @Castle Oodeypore",12,481,Private room in castle,
"Bagalur, Tamil Nadu, India",False,12.85945,77.87615,Gruham By Chazing Purple,10,421,Farm stay,
"Kochi, Kerala, India",False,9.96183,76.23963,"Art Deco Bungalow with private pool, Fort Kochi",6,480,Entire bungalow,
"Candolim, Goa, India",True,15.527,73.786,Whitehouse by Hireavilla - 3BR w Valley View,9,399,Entire villa,5.0
"Kochi, Kerala, India",False,9.96072,76.23802,Beach Gate Bungalows with private pool - CGH Earth,6,480,Entire home,
"Vagator, Goa, India",False,15.59492,73.75086,Casa Amor in Assagao is a 4 bed private pool villa,10,399,Entire villa,
"Lucknow, Uttar Pradesh, India",True,26.857,81.001,Luxe 9BHK Villa w/AC Lounge & Terrace in GomtiNgr,16,397,Entire bungalow,5.0
"Marudanapalli, TN, India",False,12.5419,77.76,Lush Resorts - 9 villas with private pool,16,409,Private room in resort,
"North Goa, Goa, India",False,15.53261,73.7686,"5 bed independent villa with pvt. pool, Calangute",15,475,Entire home,
"Vagator, Goa, India",True,15.60502,73.75305,"Sol Sureno, Assagao - Luxury Private Bungalow",12,399,Entire bungalow,4.9
"Uttarakhand, India",True,30.06396,78.5186,Aashraya on the Ganga : Himalayan Farmstay Retreat,12,412,Farm stay,4.5
"Lonavala, Maharashtra, India",False,18.75567,73.40465,5 bedroom spacious family home. Centrally located,16,455,Entire villa,4.5
"Mumbai, Maharashtra, India",False,19.14462,72.79349,#Shubham villa available for events#,16,454,Entire bungalow,
"Alibag, Maharashtra, India",False,18.60635,72.90085,Pvt Resort with Pool at Nagaon Beach.,16,469,Entire vacation home,
"Kanathur, Chennai, Tamil Nadu, India",False,12.849,80.246,"Exclusive Beach Villa @ ECR, Chennai.",16,430,Entire villa,4.8
"Mandrem, Goa, India",False,15.67294,73.71444,Villa Mandrem - luxury 1 acre 5BHK estate,12,397,Entire villa,
"Anjuna, Goa, India",False,15.60369,73.74936,LaZamora-3bhk Serene Private Pool Villa in Vagator,6,411,Entire home,
"Candolim, Bardez, India",False,15.52422,73.77366,8 BHK Luxury Villa With Private Pool - Candolim,16,426,Entire villa,
"Anjuna, Goa, India",False,15.6036,73.7503,LaZamora-3bhk Pvt pool villa with garden & terrace,6,411,Entire home,4.67
"Pawnanagar, महाराष्ट्र, India",False,18.69732,73.51668,White Villa (127) - Amarja Hills,8,421,Farm stay,
"Udaipur, Rajasthan, India",False,24.49149,73.58323,Twin four poster room with view of the City Palace,3,421,Private room in villa,
"Anjuna, Goa, India",False,15.58818,73.75156,Individual Luxurious 5BHK PrivatePool Villa Anjuna,15,409,Entire villa,
"Lonavala, Maharashtra, India",False,18.73289,73.36982,Amidst nature a unique & premium 9 bedroom Villa,16,402,Entire villa,
"Candolim, goa, India",False,15.53,73.766,LookNoMore 5br Pool Villa Candolim Beach 600m,13,409,Entire villa,
"Lonavla, Maharashtra, India",False,18.70496,73.44868,6 bedroom Villa AV Lakeside,15,427,Entire villa,
"Chennai, Tamil Nadu, India",False,12.98354,80.26745,Beach Elegance - Sea Side Bungalow,16,409,Entire villa,4.75
"Kodaikanal, Tamil Nadu, India",True,10.25245,77.47624,Sama Farms,16,446,Farm stay,
"Anjuna, Goa, India",False,15.60411,73.75029,LaZamora | Jacuzzi | Genset | WI-FI | Anjuna,6,411,Entire home,5.0
"Dehradun, Uttarakhand, India",False,30.39996,78.06553,LeChateau - A Heritage French Colonial Estate,8,409,Entire bungalow,
"Mumbai, Maharashtra, India",False,19.14178,72.80502,Entire Bungalow in Madh with pvt swimming pool XX2,16,391,Entire bungalow,
"Morve, Maharashtra, India",False,18.65139,73.43962,Near Water Fall 3 BHK With Private Swimming Pool,12,421,Private room in bungalow,
"Khandala, Maharashtra, India",False,18.779,73.381,CASA DIOS,16,476,Entire villa,
"Kotagiri, Tamil Nadu, India",False,11.408635879136856,76.89354925622578,Villa Mystique | Luxury 8BR in Tea Plantations,16,487,Entire villa,
"Jaipur, Rajasthan, India",False,26.89796,75.85622,Exclusive Palace Stay sleeps 8. The Rani Vilas,8,421,Castle,4.64
"Lonavala, Maharashtra, India",False,18.74761,73.39841,Lonavalalake 7bhk luxury villa with pool,15,481,Entire villa,
"Kutta, KA, India",False,11.96295,76.02185,7 bedrooms # private riverside #serenehome,16,421,Entire place,
"Puducherry, India",False,11.918,79.82,Luxury Villa with Private Pool,15,481,Entire home,
"New Delhi, Delhi, India",False,28.49507,77.13505,Brookwood Gardens Swimming Pool Villa 5 BHK,16,421,Farm stay,
"Chikkamagaluru, कर्नाटक, India",False,13.35488,75.66652,"Silver Fern, Homestay near Bhadra Wildlife Santury",16,425,Private room in bed and breakfast,
"Calangute, Goa, India",False,15.52981,73.76372,4 BHK SUPER LUXURY APARTMENT @ CANDOLIM,10,430,Entire serviced apartment,
"Diveagar, Karle, Maharashtra, India",False,18.15195,73.00159,Red Stone Village Farmstays - Bungalow 1,12,421,Farm stay,
"Bhilar, Maharashtra, India",False,17.91247,73.76019,Palatial Palace,16,481,Entire villa,
"Maravanthe, Karnataka, India",False,13.72748,74.6406,Kundapura Beach stay: AC Deluxe Cottage,3,421,Private room in cottage,
"Anjuna, Goa, India",False,15.60248,73.74889,LaZamora | Pool | 2.5 KM Beach | WI-FI | Anjuna,6,399,Entire home,
"Wavarle, Maharashtra, India",False,18.91837,73.27995,"StayVista at Twilight Grove - 4BR w/ BBQ, Pool",12,410,Entire villa,
"Mount Abu, Rajasthan, India",False,24.59639,72.71436,Bungalow with Garden & Terrace Near Nakki Lake,14,421,Entire home,
"Candolim, Goa, India",False,15.51391,73.76975,4BHK Lilac Villa with a private pool @ Candolim,10,421,Entire villa,
"Thattekad, Kerala, India",False,10.1069,76.70425,Sparrow Vale Resorts-Entire Property for one group,16,414,Entire cottage,
"Candolim, Goa, India",False,15.51987,73.76753,Serene Garden 3Bed,8,421,Entire villa,
"Nainital, Uttarakhand, India",False,29.38566,79.45323,Emily Heritage villa Nainital,12,421,Entire cottage,
"Kanatal, Uttarakhand, India",False,30.42662,78.32913,Avalon 5 Bedroom Cottage | Mountain View,10,463,Entire chalet,4.66
"Sangolda, Goa, India",False,15.54542,73.8132,Casa Da Rosa by Hireavilla - 4BR w Private pool,10,488,Entire villa,4.87
"Alibag, Maharashtra, India",True,18.72961,72.88579,Kapadia Bunglow,10,481,Entire bungalow,4.9
"Gokarna, Karnataka, India",True,14.54024,74.33685,Kahani Paradise by Hireavilla- 6BR Overlooking Sea,3,472,Entire villa,
"Candolim, Goa, India",False,15.52701,73.76575,Premium 8BR villa w private pool nr candolim beach,16,474,Entire villa,4.67
"Anjuna, Goa, India",False,15.58452,73.74153,Serene Seven Frangipanni Villas Anjuna,12,443,Entire home,5.0
"Mandrem, Goa, India",False,15.672,73.716,The Mandrem House - 5BHK Luxury Villa with a pool,14,440,Entire villa,4.79
"Satirje, Maharashtra, India",False,18.73987,72.89868,Baan Thai - 4 Bedroom Luxurious Villa in Alibag,8,464,Entire villa,4.7
"Gurugram, Haryana, India",False,28.2908,76.93421,SimBliss Farmhouse with Pool near Delhi & Gurgaon,12,472,Farm stay,4.71
"Reis Magos, Goa, India",False,15.49548,73.80428,BayView 4BR Petfriendly villa Pvtpool,8,464,Entire villa,4.72
"Karjat, Maharashtra, India",False,18.92626,73.32085,JenJon Karjat Resort - Casa Rosa,8,394,Entire villa,
"Haripur, Himachal Pradesh, India",False,32.14635,77.15806,StayVista at Hilltop Haven - 6BR✦Breakfast✦Bonfire,15,433,Entire villa,
"Alappuzha, Kerala, India",False,9.50274,76.35192,Angel Boat House 4 Bedroom,8,421,Houseboat,
"New Delhi, Delhi, India",False,28.44201,77.20986,The Tree House,2,469,Treehouse,
"Udaipur, Rajasthan, India",False,24.5685,73.63485,Beautiful Room in Bujera Fort 15 minutes from City,3,421,Private room in villa,
"Goa, India",False,15.52667,73.76136,3- bedroom Villa with pvt  swimming pool,6,439,Private room in resort,
"Bini, Himachal Pradesh, India",False,31.64675,77.34611,The Blue Sheep Tirthan,2,421,Room in hotel,
"Jojawar, Rajasthan, India",False,25.52926,73.75535,"1BR Luxury Suite Kesarbagh w/Balcony 01 , Jojawar",3,409,Room in boutique hotel,5.0
"Udaipur, Rajasthan, India",False,24.48927,73.58372,Beautiful suite in Bujera viewing the city palace,3,421,Private room in villa,
"Mukhteshwar, Uttrakhand, India",False,29.46127,79.65691,The Orchard at Peora Estates | Royal Suite,2,391,Private room in bungalow,
"Chaukariya, Rajasthan, India",False,24.5219,73.61982,Three Bedroom Villa with Pool in Udaipur,10,394,Farm stay,
"Kumarakom, Kerala, India",False,9.634,76.41762,"Luxury Pool Villa, Coconut Lagoon - CGH Earth",2,439,Room in resort,
"Candolim, Goa, India",False,15.51548,73.77375,The Marine Beach Villa,12,433,Entire villa,
"Jaipur, Rajasthan, India",False,26.99922,75.80218,ORGANIC FARM STAY with clay oven in Jaipur,10,421,Farm stay,
"Nawanpind Sardaran, Punjab, India",False,31.981,75.399,"The Kothi, village stay, Punjab, India (VILLA)",12,421,Farm stay,4.75
"Kodaikanal, Tamil Nadu, India",False,10.24664,77.47499,SUNRISEONHILLS will be a perfect place to unwind.,16,421,Private room in villa,
"Maravanthe, Karnataka, India",False,13.725,74.63905,Kundapura Beach stay: AC Sun Cottage,2,421,Private room in cottage,
